Dana Ferrer;female;White: British;22
Dana Mcmanus;female;Mixed: White and Asian;86
Dana Mench;female;Asian or Asian British: Bangladeshi;36
Dana Ousley;female;Asian or Asian British: Indian;83
Dana Sharp;female;White: British;49
Dana Williams;female;White: British;76
Danelle Schoppert;female;White: British;54
Daniel Adank;male;Mixed: Other Mixed;39
Daniel Auman;male;White: British;33
Daniel Bacote;male;Asian or Asian British: Pakistani;3
Daniel Baldwin;male;White: British;71
Daniel Bartos;male;Asian or Asian British: Other Asian;87
Daniel Beck;male;White: British;76
Daniel Bright;male;Asian or Asian British: Indian;6
Daniel Brock;male;White: British;84
Daniel Burk;male;White: British;62
Daniel Cano;male;White: Irish;66
Daniel Coffman;male;White: British;72
Daniel Corriveau;male;White: British;33
Daniel Costello;male;Asian or Asian British: Pakistani;0
Daniel Cross;male;White: British;79
Daniel Denton;male;Asian or Asian British: Chinese;69
Daniel Dessecker;male;White: British;0
Daniel Every;male;White: British;0
Daniel Fauntleroy;male;White: British;74
Daniel Fuentes;male;White: British;71
Daniel Githens;male;Other: Arab;83
Daniel Glancy;male;White: British;76
Daniel Gronlund;male;Asian or Asian British: Indian;84
Daniel Guerrero;male;White: British;2
Daniel Gunderson;male;White: British;32
Daniel Hall;male;White: British;87
Daniel Hamilton;male;White: British;86
Daniel Hazelton;male;Asian or Asian British: Other Asian;87
Daniel Hemenway;male;Black or Black British: African;85
Daniel Joyner;male;Other: Arab;84
Daniel King;male;White: Other;83
Daniel Konopka;male;White: British;87
Daniel Langlois;male;White: British;71
Daniel Lee;male;White: British;88
Daniel Levine;male;White: Other;67
Daniel Melillo;male;White: British;83
Daniel Melton;male;Other: Arab;4
Daniel Michael;male;White: British;53
Daniel Mohler;male;White: Irish;1
Daniel Ortega;male;Asian or Asian British: Pakistani;24
Daniel Paya;male;White: British;87
Daniel Payne;male;Black or Black British: Other Black;64
Daniel Pickert;male;Black or Black British: Caribbean;52
Daniel Rivera;male;Asian or Asian British: Indian;85
Daniel Rivera;male;Black or Black British: Caribbean;29
Daniel Rooney;male;Asian or Asian British: Indian;21
Daniel Rosmarin;male;White: Irish;3
Daniel Rusert;male;Asian or Asian British: Indian;89
Daniel Russell;male;White: British;69
Daniel Sandoval;male;Other: Any other ethnic group;89
Daniel Schloss;male;White: British;85
Daniel Smith;male;Black or Black British: Caribbean;85
Daniel Stout;male;Mixed: White and Asian;89
Daniel Then;male;White: British;83
Daniel Torres;male;White: British;52
Daniel Tramel;male;White: British;88
Daniel Trilli;male;White: Other;76
Daniel Weston;male;White: British;70
Daniel White;male;White: British;67
Daniel Williams;male;Black or Black British: Other Black;64
Daniel Williams;male;White: British;55
Daniel Williams;male;White: British;16
Daniel Young;male;White: British;20
Daniel Young;male;White: British;82
Daniela Mathis;female;White: British;63
Daniella Cahill;female;White: British;89
Danielle Bader;female;Black or Black British: African;72
Danielle Graham;female;Mixed: White and Black Caribbean;1
Danielle Harris;female;White: British;81
Danielle Houston;female;White: British;59
Danielle Mortensen;female;White: British;56
Danielle Owsley;female;Black or Black British: African;57
Danielle Reid;female;White: British;59
Danielle Roberts;female;White: British;1
Danielle Sharp;female;Other: Any other ethnic group;76
Danna Aguilar;female;White: Other;41
Danna Malkin;female;White: British;28
Danny Alzugaray;male;White: Other;27
Danny Carter;male;Black or Black British: Caribbean;72
Danny Charles;male;White: British;84
Danny Coggins;male;Mixed: Other Mixed;89
Danny Johnson;male;Asian or Asian British: Indian;85
Danny Maas;male;Mixed: White and Asian;83
Danny Richardson;male;White: British;69
Danny Secor;male;Mixed: Other Mixed;12
Danny Tatsch;male;White: British;88
Danyelle Tarter;female;Mixed: White and Asian;85
Daphne Loucks;female;Asian or Asian British: Indian;85
Daphne Morissette;female;White: British;80
Daphne Willis;female;White: British;39
Darcy Kidd;female;White: British;4
Darius Palmer;male;White: British;85
Darlene Barrera;female;White: Other;0
Darlene Cavin;female;Black or Black British: African;77
Darlene Cobb;female;White: British;45
Darlene Schmidt;female;White: Other;56
Darlene Stockstill;female;White: British;89
Darnell Parker;male;Asian or Asian British: Chinese;80
Darrel Leon;male;White: British;33
Darrel Marschke;male;White: Other;75
Darrel Patterson;male;White: British;76
Darrell Burkholder;male;White: British;85
Darrell Cruz;male;White: British;73
Darrell Hardy;male;White: British;28
Darrell Rowe;male;Asian or Asian British: Indian;86
Darrell Steiner;male;White: British;84
Darrell Wallace;male;White: British;72
Darren Fischer;male;White: Irish;52
Darren Haney;male;Asian or Asian British: Other Asian;79
Darren Tang;male;White: British;85
Darrick Hinz;male;White: British;43
Darryl Crocker;male;White: Other;88
Darryl Duffy;male;White: British;88
Darryl Glaze;male;White: Other;87
Darryl Williams;male;White: British;2
Darwin Jones;male;Asian or Asian British: Other Asian;15
Darwin Kelly;male;White: Other;89
Daryl Cairone;male;Asian or Asian British: Pakistani;4
Daryl Frank;female;White: Irish;2
Daryl Goodrich;female;Asian or Asian British: Pakistani;86
Daryl Parrish;male;Mixed: White and Black Caribbean;89
Daryl Schultz;male;White: British;71
Dave Garcia;male;White: British;2
Dave Mickle;male;Mixed: White and Black African;44
David Adams;male;White: British;52
David Adams;male;Other: Any other ethnic group;17
David Alcott;male;White: British;83
David Aller;male;Asian or Asian British: Chinese;52
David Anderson;male;White: Irish;68
David Ayers;male;Asian or Asian British: Pakistani;0
David Baez;male;White: British;64
David Bailey;male;Asian or Asian British: Pakistani;77
David Barnes;male;White: British;86
David Baxter;male;White: British;60
David Berry;male;Black or Black British: Other Black;63
David Bloom;male;Black or Black British: Caribbean;81
David Bokor;male;White: British;74
David Bowling;male;Asian or Asian British: Other Asian;86
David Boyd;male;White: Other;1
David Brass;male;Asian or Asian British: Indian;57
David Brewer;male;White: Irish;72
David Bromley;male;White: British;85
David Campbell;male;White: British;69
David Carlson;male;Other: Any other ethnic group;84
David Carpino;male;White: Other;3
David Chavez;male;White: British;78
David Chen;male;White: British;80
David Childers;male;White: British;83
David Clark;male;White: Other;81
David Clark;male;White: British;87
David Cleveland;male;Black or Black British: African;3
David Clontz;male;Mixed: Other Mixed;37
David Cross;male;White: British;80
David Cunningham;male;Asian or Asian British: Indian;25
David Davidson;male;Asian or Asian British: Other Asian;70
David Davis;male;Mixed: White and Black African;2
David Delossantos;male;Mixed: White and Black African;85
David Deloy;male;Asian or Asian British: Other Asian;57
David Desalvo;male;Asian or Asian British: Pakistani;52
David Desalvo;male;Asian or Asian British: Indian;3
David Dryden;male;White: Irish;4
David Duff;male;White: British;33
David Dunsford;male;White: British;77
David Edwards;male;White: British;33
David Edwards;male;Other: Any other ethnic group;83
David Eilers;male;White: British;85
David Engel;male;Asian or Asian British: Other Asian;78
David Erdman;male;Black or Black British: Caribbean;83
David Estes;male;White: British;88
David Evans;male;Black or Black British: Caribbean;86
David Evans;male;Black or Black British: African;82
David Fiske;male;White: British;65
David Fortune;male;White: British;74
David Frank;male;White: British;85
David Freeman;male;White: British;4
David French;male;White: British;85
David Geppert;male;White: British;73
David Gibson;male;Asian or Asian British: Bangladeshi;62
David Gomez;male;White: British;85
David Gosser;male;White: British;31
David Granger;male;White: Other;87
David Green;male;White: British;75
David Griffey;male;White: British;86
David Guinn;male;White: British;87
David Hansen;male;White: Other;65
David Herren;male;White: British;82
David Heston;male;Mixed: White and Asian;83
David Higgins;male;Asian or Asian British: Bangladeshi;3
David Hill;male;White: British;85
David Hilton;male;Asian or Asian British: Bangladeshi;36
David Hoke;male;Other: Any other ethnic group;78
David Humphrys;male;White: Other;80
David Hurt;male;White: British;66
David Ingram;male;Asian or Asian British: Indian;89
David James;male;Mixed: White and Black African;75
David James;male;Mixed: Other Mixed;87
David Janusz;male;Asian or Asian British: Indian;83
David Jefferson;male;Asian or Asian British: Indian;87
David Jenny;male;White: British;86
David Johnson;male;White: British;73
David Johnson;male;Black or Black British: African;88
David Johnson;male;Black or Black British: African;53
David Kail;male;White: British;65
David Katz;male;Mixed: Other Mixed;67
David Kidd;male;Other: Any other ethnic group;81
David Kinney;male;White: British;53
David Koch;male;Asian or Asian British: Pakistani;72
David Lamm;male;White: Other;63
David Lamon;male;White: Other;84
David Landreth;male;Asian or Asian British: Chinese;4
David Lantz;male;Asian or Asian British: Bangladeshi;89
David Lucero;male;Black or Black British: African;79
David Lyons;male;Asian or Asian British: Other Asian;82
David Manson;male;White: British;72
David Marcus;male;White: British;62
David Maynard;male;White: Other;78
David Mcalvain;male;White: British;81
David Mcgill;male;White: British;69
David Mclavrin;male;Black or Black British: African;4
David Mcwilliams;male;White: British;76
David Medina;male;Black or Black British: Caribbean;4
David Mellett;male;White: British;84
David Mendoza;male;White: Other;69
David Montemayor;male;Black or Black British: Other Black;86
David Morrison;male;Asian or Asian British: Other Asian;86
David Mundt;male;White: Other;45
David Nash;male;Asian or Asian British: Chinese;88
David Ortega;male;White: British;88
David Owens;male;White: British;82
David Payne;male;White: British;79
David Pelletier;male;White: British;48
David Pierce;male;Asian or Asian British: Chinese;64
David Pillar;male;White: British;75
David Pond;male;White: Other;81
David Poole;male;White: British;88
David Potts;male;Other: Any other ethnic group;86
David Pratt;male;Black or Black British: Caribbean;79
David Ragland;male;White: British;0
David Robertson;male;White: British;25
David Robinson;male;White: Other;57
David Robinson;male;White: British;34
David Rogers;male;White: British;60
David Rose;male;Black or Black British: African;89
David Rumley;male;Mixed: White and Black Caribbean;87
David Russell;male;White: British;82
David Santos;male;Asian or Asian British: Indian;62
David Schryer;male;White: British;81
David Sealock;male;White: Other;71
David Shannon;male;Black or Black British: African;12
David Simpson;male;White: British;51
David Snyder;male;White: British;75
David Streeter;male;White: British;1
David Strider;male;Black or Black British: Caribbean;77
David Taylor;male;White: British;48
David Thier;male;Asian or Asian British: Other Asian;35
David Trotter;male;White: British;64
David Turner;male;White: British;24
David Vickers;male;White: Other;83
David Washing;male;White: British;55
David Weidert;male;White: British;86
David Wilbert;male;Black or Black British: Caribbean;80
David Williams;male;White: British;87
David Williams;male;White: Irish;86
David Williams;male;White: Other;1
David Wilner;male;Black or Black British: Caribbean;65
David Wilson;male;White: British;79
David Woods;male;White: Other;25
David Wright;male;White: British;85
David Yepes;male;White: Other;80
David Youngblood;male;White: British;45
David Zelaya;male;White: British;76
David Zoellner;male;Black or Black British: African;33
Davis Hobbs;male;White: British;57
Dawn Adamson;female;White: British;89
Dawn Cramer;female;White: British;76
Dawn Edwards;female;White: British;1
Dawn Fitzpatrick;female;Black or Black British: Caribbean;88
Dawn Gildea;female;White: British;89
Dawn Hill;female;Asian or Asian British: Indian;87
Dawn Lamoureux;female;Asian or Asian British: Other Asian;80
Dawn Melendez;female;Asian or Asian British: Indian;87
Dawn Prejean;female;Asian or Asian British: Chinese;76
Dawn Ritter;female;Asian or Asian British: Pakistani;83
Dawn Sampson;female;White: Other;67
Dawn Sparks;female;White: British;2
Dawn Spears;female;Black or Black British: African;56
Dawn Spilis;female;White: British;81
Dawn Wattles;female;Mixed: White and Asian;4
Dawn Wilson;female;White: British;82
Dawn Wilson;female;White: British;60
Dayna Hubbs;female;White: British;3
Dean Mankey;male;White: British;86
Dean Mercado;male;White: British;38
Dean Montijo;male;Black or Black British: African;87
Dean Staub;male;White: Other;0
Deandra Bryant;female;White: British;82
Deandre Olivarez;male;White: Other;39
Deangelo Hanna;male;White: Other;79
Deann Smith;female;Black or Black British: African;85
Deanna Carol;female;White: British;69
Deanna Klarich;female;White: Other;80
Deanna Klein;female;White: British;67
Debbie Bilbrey;female;Asian or Asian British: Other Asian;75
Debbie Ford;female;White: British;37
Debbie Green;female;Mixed: Other Mixed;60
Debbie Hill;female;Black or Black British: Caribbean;86
Debbie Lipka;female;Asian or Asian British: Indian;73
Debbie Moore;female;White: British;75
Debbie Smith;female;Black or Black British: African;79
Debora Gonzalez;female;White: British;62
Debora Lindsay;female;White: British;84
Deborah Barone;female;White: Irish;78
Deborah Campbell;female;Mixed: White and Black Caribbean;81
Deborah Carroll;female;Mixed: Other Mixed;87
Deborah Estrada;female;White: Other;72
Deborah Felton;female;Black or Black British: African;70
Deborah Free;female;White: British;63
Deborah Green;female;White: British;89
Deborah Huang;female;White: British;65
Deborah Josey;female;White: British;4
Deborah Lopez;female;Asian or Asian British: Chinese;83
Deborah Lyles;female;White: British;67
Deborah Lyons;female;Asian or Asian British: Other Asian;0
Deborah Moran;female;White: British;89
Deborah Orsborn;female;White: British;3
Deborah Owens;female;Asian or Asian British: Other Asian;24
Deborah Peaslee;female;White: British;89
Deborah Robertson;female;White: British;38
Deborah Rodriguez;female;Asian or Asian British: Other Asian;89
Deborah Rose;female;White: British;73
Deborah Swanston;female;Black or Black British: African;84
Deborah Thomson;female;Asian or Asian British: Indian;80
Deborah Willard;female;Black or Black British: Caribbean;70
Deborah Williams;female;Black or Black British: African;88
Debra Belote;female;White: British;88
Debra Buford;female;White: Other;80
Debra Campbell;female;White: British;85
Debra Carter;female;White: British;20
Debra Davis;female;Black or Black British: African;29
Debra Doherty;female;Asian or Asian British: Indian;75
Debra Giorgi;female;White: British;85
Debra Goldstein;female;White: Other;81
Debra Goodlett;female;White: British;64
Debra Grant;female;Black or Black British: African;88
Debra Guerin;female;White: Other;6
Debra Gural;female;White: Other;62
Debra Henderson;female;Other: Any other ethnic group;82
Debra Jacks;female;White: Irish;88
Debra Jobe;female;Black or Black British: Caribbean;83
Debra Maynard;female;White: British;83
Debra Mcelroy;female;White: British;81
Debra Moore;female;Black or Black British: Caribbean;79
Debra New;female;Mixed: White and Asian;88
Debra Oneil;female;White: Other;66
Debra Ramirez;female;White: British;25
Debra Schwartz;female;Mixed: White and Black Caribbean;64
Debra Tranter;female;White: Other;88
Debra Tzeremes;female;White: British;73
Debra Whicker;female;White: Irish;59
Debra Young;female;Black or Black British: Other Black;17
Debra Zuniga;female;Asian or Asian British: Indian;66
Debrah Taylor;female;Asian or Asian British: Other Asian;71
Debroah Westervelt;female;Mixed: Other Mixed;64
Deidre Lehman;female;White: British;85
Del Souvannavong;male;White: British;83
Delaine Moore;female;White: Other;66
Delbert Vadnais;male;White: British;29
Delia Davis;female;White: British;72
Delia Rea;female;Asian or Asian British: Indian;89
Delilah Brocato;female;White: British;85
Della Spitz;female;White: British;82
Della Wachtel;female;White: British;87
Delma Burden;female;Black or Black British: African;78
Delmar Clay;male;White: Irish;89
Delmar Lunt;male;Asian or Asian British: Indian;83
Delmar Matthews;male;White: Other;41
Delmy Manigault;female;White: Other;53
Delores Babb;female;Asian or Asian British: Pakistani;79
Delores Lyon;female;White: British;79
Delores Nolan;female;White: Irish;60
Delores Wiles;female;Asian or Asian British: Indian;80
Deloris Broderick;female;Black or Black British: Caribbean;10
Deloris Hollins;female;White: British;3
Deloris Ross;female;White: Other;84
Denice Holze;female;White: British;63
Denis Martinez;male;Asian or Asian British: Pakistani;87
Denis Molino;male;White: British;3
Denise Bragg;female;White: British;88
Denise Burbach;female;White: Gypsy or Irish Traveller;41
Denise Cross;female;Other: Arab;81
Denise Curran;female;White: British;79
Denise Duquette;female;Mixed: White and Black Caribbean;29
Denise Estrada;female;Other: Arab;21
Denise Fulton;female;White: Other;6
Denise Gingras;female;White: British;1
Denise Hendrix;female;Black or Black British: Other Black;84
Denise Jones;female;Other: Any other ethnic group;29
Denise King;female;White: British;83
Denise Lopez;female;White: British;80
Denise Morley;female;White: British;89
Denise Richmond;female;Black or Black British: Caribbean;40
Denise Starkes;female;White: British;83
Denise Thomas;female;Asian or Asian British: Indian;33
Denise Vickers;female;White: Other;84
Denise Wallis;female;White: British;53
Denise Williams;female;White: Other;88
Denisha Bennett;female;Black or Black British: Other Black;88
Dennis Abreu;male;Black or Black British: African;73
Dennis Allison;male;White: British;68
Dennis Anderson;male;Other: Any other ethnic group;88
Dennis Berk;male;Asian or Asian British: Indian;85
Dennis Boothe;male;White: Other;83
Dennis Cole;male;White: British;78
Dennis Dikes;male;Mixed: White and Black African;4
Dennis Dillard;male;Black or Black British: Caribbean;87
Dennis Edmonson;male;Asian or Asian British: Pakistani;68
Dennis Flores;male;Black or Black British: Other Black;84
Dennis Gatewood;male;Asian or Asian British: Indian;3
Dennis Gordon;male;White: British;88
Dennis Grein;male;White: Other;76
Dennis Heath;male;Other: Any other ethnic group;80
Dennis Hyatt;male;White: British;81
Dennis Knight;male;White: Other;82
Dennis Li;male;Black or Black British: African;68
Dennis March;male;Mixed: Other Mixed;78
Dennis Moreland;male;White: British;87
Dennis Nielson;male;White: British;89
Dennis Offield;male;Black or Black British: Caribbean;82
Dennis Quinn;male;White: British;86
Dennis Schaefer;male;White: British;88
Dennis Stinser;male;White: British;86
Dennis Uong;male;White: Irish;87
Dennis Valdes;male;Asian or Asian British: Pakistani;72
Dennis Walters;male;White: Other;77
Dennis Wilson;male;White: British;77
Dennis Winfield;male;White: Irish;75
Dennis Zuber;male;Black or Black British: Caribbean;88
Denny Bair;female;White: British;79
Derek Gooden;male;White: British;81
Derek Miller;male;Asian or Asian British: Pakistani;34
Derek Whittle;male;White: Other;85
Derrick Cummings;male;White: British;41
Derrick Miyata;male;White: Other;78
Derrick Mooney;male;White: Other;24
Derrick Munoz;male;White: British;76
Derrick Nyberg;male;White: British;77
Derrick Pierson;male;White: British;77
Derrick Thomas;male;White: British;2
Desirae Creighton;female;White: Other;82
Desiree Blodgett;female;White: Other;70
Desiree Jividen;female;White: Other;80
Desiree Linquist;female;White: Irish;80
Desiree Webber;female;Asian or Asian British: Indian;75
Desmond Hicks;male;Mixed: White and Black African;1
Desmond Messer;male;White: British;88
Destiny Cherry;female;White: British;88
Devin Knorr;male;Black or Black British: African;58
Devon Foster;male;Asian or Asian British: Other Asian;7
Devon Washington;male;Mixed: Other Mixed;44
Dewey Lightfoot;male;White: British;80
Dewey Owens;male;Mixed: Other Mixed;82
Dewey Whyte;male;Other: Any other ethnic group;34
Dewitt Giunta;male;White: British;88
Dian Hall;female;White: British;3
Diana Bagg;female;White: Other;65
Diana Bates;female;Asian or Asian British: Indian;89
Diana Dixon;female;White: Irish;21
Diana Grenier;female;White: British;25
Diana Macpherson;female;White: British;24
Diana Morabito;female;White: Other;83
Diana Olson;female;Black or Black British: Caribbean;67
Diana Stickles;female;Black or Black British: African;71
Diana Thomas;female;White: British;68
Diana Thomas;female;Mixed: White and Black African;75
Diana Thompson;female;Asian or Asian British: Other Asian;75
Diana Williams;female;White: British;70
Diane Abbott;female;White: British;25
Diane Ayala;female;White: Irish;81
Diane Ball;female;White: Other;76
Diane Blackburn;female;White: British;86
Diane Blankenship;female;White: British;86
Diane Clark;female;White: British;89
Diane Clarke;female;Black or Black British: African;88
Diane Curnutte;female;White: British;71
Diane Dean;female;White: British;1
Diane Donovan;female;White: Other;86
Diane Ferrin;female;Asian or Asian British: Pakistani;70
Diane Gilbert;female;Black or Black British: African;27
Diane Graham;female;Asian or Asian British: Bangladeshi;0
Diane Heidebrecht;female;White: Other;82
Diane Hiatt;female;White: British;77
Diane Hollyfield;female;White: British;87
Diane Jacobs;female;White: British;88
Diane Koehne;female;White: British;1
Diane Kolden;female;Black or Black British: African;0
Diane Longe;female;Asian or Asian British: Indian;3
Diane Pulliam;female;White: British;76
Diane Sherman;female;White: British;78
Diane Taylor;female;White: British;68
Diane Watson;female;Mixed: Other Mixed;75
Diane Wright;female;White: Other;50
Dianne Thomas;female;White: British;83
Dick Zmolek;male;White: British;79
Dillon Helwig;male;White: British;84
Dillon Jenkins;male;White: British;62
Dina Hammond;female;Mixed: White and Asian;89
Dina Seley;female;Asian or Asian British: Other Asian;88
Dionna Bean;female;Asian or Asian British: Pakistani;43
Dionne Fagan;female;White: British;66
Dionne Green;female;White: British;88
Dixie Jarrett;female;Asian or Asian British: Indian;87
Dixie Mcgregor;female;White: Other;60
Dixie Muller;female;White: British;86
Dollie Torris;female;White: British;7
Dolores Barton;female;White: British;28
Dolores Evans;female;White: British;4
Dolores Ferguson;female;White: British;88
Dolores Holt;female;White: British;80
Dolores Thomas;female;Asian or Asian British: Indian;2
Dolores Wheeler;female;White: British;83
Domingo Byrne;male;White: British;76
Dominic Goetz;male;White: British;89
Dominic Miles;male;White: Other;81
Dominic Prat;male;White: Other;85
Dominique Gargus;female;White: British;86
Dominique Hajdas;female;White: British;85
Don Blodgett;male;Black or Black British: African;84
Don Graczyk;male;White: British;17
Don Irwin;male;Mixed: Other Mixed;65
Don Lewis;male;Asian or Asian British: Other Asian;64
Don Poe;male;White: British;61
Don Victoria;male;Mixed: Other Mixed;82
Dona Hammett;female;Asian or Asian British: Bangladeshi;74
Dona Williams;female;Asian or Asian British: Bangladeshi;57
Donald Carwell;male;Asian or Asian British: Bangladeshi;88
Donald Caskey;male;White: Other;73
Donald Chow;male;White: British;70
Donald Copher;male;Mixed: White and Black African;86
Donald Davis;male;White: British;89
Donald Day;male;Asian or Asian British: Bangladeshi;81
Donald Diehl;male;White: British;89
Donald Doll;male;Asian or Asian British: Chinese;80
Donald Eaton;male;White: British;81
Donald Ebel;male;White: British;57
Donald Elliott;male;White: British;78
Donald Freeman;male;Black or Black British: African;84
Donald Fuentes;male;Black or Black British: African;48
Donald Glazier;male;Black or Black British: Caribbean;32
Donald Gonzalez;male;White: British;3
Donald Grier;male;Black or Black British: Caribbean;83
Donald Griffin;male;Black or Black British: African;89
Donald Guinane;male;Asian or Asian British: Indian;23
Donald Hagee;male;Asian or Asian British: Chinese;77
Donald Heath;male;Other: Arab;89
Donald Hicks;male;White: British;4
Donald Huizar;male;White: British;82
Donald Jackson;male;White: British;0
Donald Jackson;male;White: British;60
Donald Johnson;male;Black or Black British: Caribbean;84
Donald Kessler;male;Asian or Asian British: Bangladeshi;88
Donald Kimberling;male;Asian or Asian British: Bangladeshi;80
Donald Kingore;male;White: Other;18
Donald Lang;male;Other: Any other ethnic group;86
Donald Lawless;male;White: British;47
Donald Lightle;male;Asian or Asian British: Indian;82
Donald Limon;male;Other: Arab;86
Donald Lively;male;Black or Black British: African;85
Donald Meaney;male;Black or Black British: Caribbean;37
Donald Miramon;male;Black or Black British: Other Black;83
Donald Mitchell;male;White: British;87
Donald Moore;male;Black or Black British: African;83
Donald Murphy;male;Mixed: White and Black African;72
Donald Nguyen;male;Asian or Asian British: Indian;68
Donald Nottage;male;White: British;87
Donald Oddi;male;White: British;87
Donald Parker;male;Black or Black British: Caribbean;89
Donald Pawlak;male;White: British;85
Donald Perry;male;White: British;73
Donald Pittman;male;White: British;75
Donald Pommer;male;White: Other;89
Donald Rastorfer;male;White: Irish;75
Donald Ray;male;Mixed: White and Black Caribbean;63
Donald Rossi;male;Black or Black British: Caribbean;48
Donald Serrano;male;White: British;57
Donald Shaw;male;White: Irish;29
Donald Smith;male;White: British;26
Donald Smith;male;Black or Black British: African;80
Donald Soron;male;Asian or Asian British: Indian;85
Donald Sterling;male;White: British;86
Donald Taul;male;White: Irish;43
Donald Thames;male;White: British;83
Donald Tobin;male;White: Other;81
Donald Travillian;male;Asian or Asian British: Indian;89
Donald Walker;male;Mixed: White and Asian;52
Donald Wenner;male;White: British;34
Donald Wineman;male;Asian or Asian British: Bangladeshi;0
Donald Yuro;male;Asian or Asian British: Indian;78
Donella Burke;female;Other: Any other ethnic group;86
Donita Albers;female;White: British;3
Donita Heeren;female;White: Other;77
Donna Caceres;female;White: British;78
Donna Capobianco;female;White: British;81
Donna Cox;female;White: British;3
Donna Dixon;female;White: British;65
Donna Goode;female;White: British;3
Donna Hankerson;female;Black or Black British: Caribbean;89
Donna Healy;female;White: British;80
Donna Herrera;female;Asian or Asian British: Other Asian;82
Donna Hicks;female;White: British;72
Donna Indovina;female;Asian or Asian British: Pakistani;89
Donna Jones;female;White: British;89
Donna Lawson;female;Mixed: White and Black Caribbean;83
Donna Long;female;White: British;83
Donna Lozano;female;White: British;65
Donna Mccurdy;female;White: British;74
Donna Mccurdy;female;Black or Black British: Caribbean;0
Donna Mcwilliams;female;White: British;88
Donna Millard;female;Asian or Asian British: Pakistani;67
Donna Nye;female;White: British;80
Donna Perkins;female;White: British;60
Donna Ramer;female;White: British;88
Donna Raynor;female;White: British;69
Donna Spinelli;female;Asian or Asian British: Indian;32
Donna Stanton;female;White: British;1
Donna Stevens;female;White: British;39
Donna Tidwell;female;Asian or Asian British: Pakistani;21
Donna Walls;female;Black or Black British: African;86
Donnie Hamilton;male;Black or Black British: African;86
Donnie Toole;male;White: British;81
Donny Berry;male;Asian or Asian British: Indian;78
Donny Gerner;male;White: British;10
Donovan Criswell;male;White: Other;70
Donovan Murray;male;White: British;84
Dora Combs;female;White: Other;54
Dora Fisher;female;White: British;81
Dora Guttman;female;White: British;75
Dora Martin;female;White: British;89
Dora Tarasuik;female;White: Other;24
Dora Traina;female;White: British;88
Dora Webster;female;White: British;59
Dora Welder;female;Asian or Asian British: Pakistani;73
Doreen Holbrook;female;Mixed: White and Black African;82
Doreen Urena;female;White: British;85
Doretha Brobeck;female;White: Other;80
Doretha Switzer;female;Black or Black British: African;3
Dorian Locke;male;Asian or Asian British: Indian;67
Dorinda Dickson;female;Asian or Asian British: Indian;80
Dorine Rene;female;White: British;75
Doris Alcantara;female;White: Other;86
Doris Allison;female;Asian or Asian British: Pakistani;80
Doris Delacruz;female;White: Other;80
Doris Gonzalez;female;Other: Any other ethnic group;62
Doris Grisham;female;White: British;89
Doris Hernandez;female;White: Other;26
Doris Johnson;female;White: British;37
Doris Krepps;female;Asian or Asian British: Indian;23
Doris Liefer;female;Asian or Asian British: Other Asian;3
Doris Livingston;female;Black or Black British: African;61
Doris Lofland;female;White: British;87
Doris Pfaff;female;White: British;87
Doris Price;female;White: British;86
Doris Reiher;female;Black or Black British: African;47
Doris Roghair;female;Black or Black British: Other Black;36
Doris Vail;female;Black or Black British: Caribbean;81
Doris Van;female;White: British;77
Doris Wright;female;Asian or Asian British: Indian;31
Dorothy Allison;female;White: British;85
Dorothy Applen;female;Other: Any other ethnic group;2
Dorothy Bolinger;female;Black or Black British: Caribbean;72
Dorothy Brown;female;White: British;85
Dorothy Buza;female;Black or Black British: African;51
Dorothy Calder;female;Asian or Asian British: Indian;58
Dorothy Carlock;female;White: British;61
Dorothy Carr;female;White: British;28
Dorothy Copeland;female;White: Other;1
Dorothy Cornejo;female;Asian or Asian British: Indian;85
Dorothy Credi;female;White: British;15
Dorothy Denton;female;White: British;78
Dorothy Eaton;female;White: Other;81
Dorothy Everhart;female;Mixed: White and Asian;89
Dorothy Farry;female;Asian or Asian British: Other Asian;71
Dorothy Fierst;female;Asian or Asian British: Other Asian;87
Dorothy Floto;female;Black or Black British: Caribbean;73
Dorothy Garett;female;White: British;79
Dorothy Gouin;female;White: Other;78
Dorothy Hackleman;female;White: Irish;75
Dorothy Harris;female;White: British;82
Dorothy Heck;female;Asian or Asian British: Indian;3
Dorothy Henson;female;Mixed: White and Black African;47
Dorothy Hille;female;Other: Arab;83
Dorothy Holiday;female;Other: Any other ethnic group;83
Dorothy Holtmeier;female;White: British;2
Dorothy Howe;female;White: British;87
Dorothy Jackson;female;Asian or Asian British: Indian;54
Dorothy James;female;White: British;86
Dorothy Kelley;female;Black or Black British: African;40
Dorothy Koerner;female;Asian or Asian British: Indian;81
Dorothy Lambert;female;White: British;82
Dorothy Lockhart;female;Asian or Asian British: Indian;75
Dorothy Lozada;female;White: British;77
Dorothy Obrien;female;White: British;59
Dorothy Parham;female;White: British;75
Dorothy Peach;female;White: Other;76
Dorothy Shipman;female;Black or Black British: African;88
Dorothy Tomlin;female;White: British;81
Dorothy Turner;female;Mixed: White and Asian;83
Dorothy Tyler;female;Mixed: White and Asian;57
Dorothy Vazquez;female;White: British;2
Dorothy Weiss;female;Mixed: White and Asian;88
Dorothy Williams;female;White: British;61
Dorothy Woodard;female;White: British;73
Dorothy Yung;female;Mixed: White and Asian;0
Dorthy Anderson;female;White: British;62
Dottie Cremona;female;Asian or Asian British: Bangladeshi;76
